
HOT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
300	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 300				AY278625|AF385554	18	0.05	211	Oral Clone BR014|Oral Clone C3MLM058						N/A					
301	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 301				AF385558	1	0.00	459	Oral Clone BS041						N/A					
302	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Alloprevotella	rava			81/4-12|DSM 22548|CCUG 58091	AF385564	2	0.01	409	 Oral Strain F0020| Oral STain KCL-W6968 |Oral Clone BU035 | Prevotella sp. oral taxon 302					SEQF1671|SEQF1020	Alloprevotella rava gen. nov., sp. nov., isolated from the human oral cavity, and reclassification of Prevotella tannerae (Moore, Johnson &amp; Moore, 1994) as Alloprevotella tannerae gen. nov., comb. nov.&nbsp;&nbsp;&nbsp; PMID: 22753527.&nbsp; Genome available as ACZK00000000.&nbsp; Link to genome may be broken until name changed at NCBI from Prevotella sp. oral taxon 302 to Alloprevotella rava 					
303	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	pleuritidis [NV]				AY005063|AY349392	21	0.06	192	Oral Clone CY006|Oral Clone FL019					SEQF1935	N/A					
304	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 304				AY005065	5	0.01	343	Oral Clone DA058						N/A					
305	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 305				AF385509	1	0.00	459	Oral Clone DO014						N/A					
306	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 306				AF385511	11	0.03	267	Oral Clone DO027					SEQF1887	N/A					
307	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	salivae				AF385512	7	0.02	320	Oral Clone DO033					SEQF2149|SEQF1932	N/A					
308	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Alloprevotella	sp. oral taxon 308				AF385513	10	0.03	280	Oral Clone DO039						N/A					
309	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 309				AF385515	1	0.00	459	Oral Clone DO045						N/A					
310	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 310				To be submitted	1	0.00	459	Oral Clone DR022						N/A					
311	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	oris				AY005056|L16474	153	0.44	48	Bacteroides oris|Oral Clone F045					SEQF2148|SEQF1656|SEQF2510|SEQF2683	N/A					
313	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 313				AF432133|AY349397	19	0.05	205	Oral Clone FM005|Oral Clone GI059						N/A					
314	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 314				AY349393	16	0.05	224	Oral Clone FU048|Oral Strain TFI-F0054					SEQF2316	N/A					
315	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 315				AY349394	2	0.01	409	Oral Clone FW035						N/A					
317	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 317				AY005061	66	0.19	100	Oral Strain TFI-B31FD|Oral Strain TFI-F0055					SEQF1477	Prevotella sp. Oral Taxon 317 strain F0108 has been isolated from a human subject by the Moore&#039;s Laboratory in April 1992. The subject was a 38 year old American black female. The bacteria was isolated from the subgingival oral biofilm at a healthy site. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577255. The strain is available at www.bei.org under the reference HM-5. This strain is part of the reference strains for the oral section of the Human Microbiome Project.					
318	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriales[F-1]	Flavobacteriales[G-1]	sp. oral taxon 318				AF385531	2	0.01	409	Oral Clone AV100						N/A					
319	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp. oral taxon 319				AF385544	9	0.03	294	Oral Clone AY017						N/A					
320	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriales[F-2]	Flavobacteriales[G-2]	sp. oral taxon 320				AF385548	2	0.01	409	Oral Clone AZ105						N/A					
321	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriales[F-1]	Flavobacteriales[G-1]	sp. oral taxon 321				AF385549	3	0.01	387	Oral Clone AZ123						N/A					
322	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp. oral taxon 322				AY008691	4	0.01	365	Oral Clone AK152						N/A					
323	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 323				AY005077	0	0.00	0	Oral Strain TFI-A47ROY						N/A					
324	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 324				AY005079	1	0.00	459	Oral Clone AA032					SEQF1938	N/A					
325	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	granulosa				AY005074|U41347	344	0.99	18	Oral Clone AH015					SEQF1653	N/A					
326	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 326				AY005076	7	0.02	320	Oral Clone BB167|Oral Strain KCL-W5130					SEQF1900	N/A					
329	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	leadbetteri				AY005075|AF385569	39	0.11	146	Oral Clone BM058|Oral Clone BR085|Oral Clone BU084|Oral Strain TFI-F0087					SEQF1684	N/A					
332	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 332				AF366270	2	0.01	409	Oral Clone DS022|Oral Strain KCL-W4070					SEQF1937	N/A					
334	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 334				AY008312	1	0.00	459	Oral Clone EL034						N/A					
335	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 335				AY005078	2	0.01	409	Oral Clone X066					SEQF1906	N/A					
336	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 336				AY005080	7	0.02	320	Oral Clone X089					SEQF1970	N/A					
337	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	gingivalis				AY005073	202	0.58	34						SEQF1602	N/A					
338	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 338				U41352	23	0.07	183	Oral Strain FDC-8					SEQF1687	N/A					
343	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	xylosoxidans				Y14907	30	0.09	164	Alcaligenes xylosoxidans					SEQF2029|SEQF2030|SEQF1926|SEQF2546|SEQF2610|SEQF2627	N/A					
345	Bacteria	SR1	SR1[C-1]	SR1[O-1]	SR1[F-1]	SR1[G-1]	sp. oral taxon 345				AF125207	7	0.02	320	Oral Clones X112						The proposed phylum OP11 has been split into multiple phyla, including SR1.					
346	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 346				AF125204	23	0.07	183	Oral Clone AH040						N/A					
347	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 347				AY005446	18	0.05	211	Oral Clone BE109						N/A					
348	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 348				GQ422738	4	0.01	365	Oral Clone BN036					SEQF1467|SEQF1468|SEQF1469	N/A					
349	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 349				AY005448	7	0.02	320	Oral Clone BS003						N/A					
350	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-2]	sp. oral taxon 350				AF385568	2	0.01	409	Oral Clone BU080						N/A					
351	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-3]	sp. oral taxon 351				AF385506	1	0.00	459	Oral Clone CW040						N/A					
352	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 352				AF385520	6	0.02	332	Oral Clone DR034						N/A					
353	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-1]	sp. oral taxon 353				AF385500	5	0.01	343	Oral Clone EW055						N/A					
355	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-1]	TM7[G-4]	sp. oral taxon 355				AF125205	1	0.00	459	Oral Clone F061						N/A					
356	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-2]	TM7[G-5]	sp. oral taxon 356				AF125206	1	0.00	459	Oral Clone I025						N/A					
357	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-1]	Pyramidobacter	piscolens			W5455	EU309492|AY278615|AY005444	21	0.06	192	Oral Clone BA121|Oral Clone C2ALM009|Oral Strain W5455					SEQF1611|SEQF1474|SEQF1541|SEQF1475|SEQF2365	Belongs to the cultivable cluster of the phylum "Synergistetes" and related to Jonquetella anthropi [1].	After 7-day incubation on Fastidious Anaerobe Agar plates (incorporating 5 % horse blood), strains of this species form circular, entire, high convex colonies around 1 mm in diameter.	Gram-negative, obligately anaerobic, cocco-bacilli to short bacilli. Strains are asaccharolytic and generally biochemically unreactive although hydrogen sulphide is produced. Acetic and isovaleric acids and minor to trace amounts of propionic, isobutyric, succinic and phenyl-acetic acids are produced as end products of fermentation. The G + C content of the DNA of the type strain is 59 mol %. 	Found in the human mouth and vagina.	Has been isolated from dvanced dental caries, acute dentoalveolar infections and subgingival plaque in periodontitis.	Anaerobe. 2007 Jun-Aug;13(3-4):99-106[PID:17631395]
358	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 358				AY005445	27	0.08	176	Oral Clone BB062						N/A					
359	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 359				AY005447	12	0.03	255	Oral Clone BH007						N/A					
360	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 360				AF125199	66	0.19	100	Oral Clone BH017						N/A					
361	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 361				AF125201|AF481214|AY349372	7	0.02	320	Oral Clone D006|Oral Clone JV023|Oral Clone MCE7_5						N/A					
362	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 362				AF125200	12	0.03	255	Oral Clone D084						N/A					
363	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	fastidiosum			SGP1|DSM 25557|JCM 16858	AF125202|AF125203|AF481215	48	0.14	131	 Oral Clone W028 |Oral Clone MCE2_120 | Oral Clone W090| Strain SGP1					SEQF1674	N/A					
365	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-3]	sp. oral taxon 365				AF481206|DQ003626	20	0.06	198	Bacteroidales genomosp. P8|Oral Clone MB4_G15|Oral Clone MCE7_164						N/A					
366	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales[F-2]	Clostridiales[F-2][G-3]	sp. oral taxon 366				AF481208	2	0.01	409	Oral Clone MCE3_9						N/A					
368	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	sp. oral taxon 368				AF481211	9	0.03	294	Oral Strain KCL-W5195					SEQF2654	N/A					
369	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Peptostreptococcaceae[11][G-4]	sp. oral taxon 369				AF481212	24	0.07	181	Oral Clone MCE10_174						N/A					
370	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. oral taxon 370				AF481217	32	0.09	158	Oral Strain KCL-W5205					SEQF1879	N/A					
372	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Oribacterium	sp. oral taxon 372				AF481220	46	0.13	137	Oral Clone MCE9_31						N/A					
373	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Stomatobaculum	sp. oral taxon 373				AF481221	15	0.04	228	Oral Clone MCE9_173						N/A					J Dent Res. 2002 Nov;81(11):761-6[PID:12407091]
375	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[13]	Peptoniphilus	sp. oral taxon 375				AF481225	8	0.02	309	Oral Strain KCL-E3_32|Oral Strain KCL-W3886					SEQF1855	N/A					
376	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 376				AF481226	18	0.05	211	Oral Strain KCL-E7_34|Oral Strain KCL-W4029					SEQF2354	N/A					
377	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Eubacterium[11][G-7]	yurii				L34629	40	0.11	144						SEQF1912	N/A					
378	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	micans				AF481228	6	0.02	332	Prevotella sp. E7_56					SEQF1863|SEQF2509|SEQF2682	N/A					
380	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 380				AF538853	1	0.00	459	Oral Strain KCL-E7_56|Oral Strain KCL-W5098					SEQF1950	N/A					
381	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales[F-2]	Clostridiales[F-2][G-3]	sp. oral taxon 381				AF538854	2	0.01	409	Oral Cone P4PB_122						N/A					
382	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Peptostreptococcaceae[11][G-3]	sp. oral taxon 382				AF538855	0	0.00	0	Oral Clone P2PC_29						N/A					
383	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Peptostreptococcaceae[11][G-1]	sp. oral taxon 383				AF538856	19	0.05	205	Oral Clone P2PB_46						N/A					
386	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[13]	Peptoniphilus	sp. oral taxon 386				AF538859	4	0.01	365	Oral Clone P4PA_156|Oral Strain THI-F0131					SEQF1472	Peptoniphilus sp. Oral taxon 386 strain F0131 has been isolated from a human subject by the Moore&#039;s Laboratory in August 1978. The subject was a 54 year old American black female. The bacteria was isolated from the subgingival oral biofilm at a site with a moderate periodontitis. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577254. The strain is available at www.bei.org under the reference HM-6. This strain is part of the reference strains for the oral section of the Human Microbiome Project.					
388	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	sp. oral taxon 388				AF538861	3	0.01	387	Oral Clone P4PA_36						N/A					
389	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	defectiva			ATCC 49176	AY207063	236	0.68	28	Streptococcus defectivus					SEQF1595	Abiotrophia defectiva was originally named Streptococcus defectivus [6].&nbsp; Fastidious streptococci that grew as satellite colonies around other microorganisms or in complex media enriched with cysteine were&nbsp;originally described as nutritionally variant streptococci (NVS) by Frenkel and Hirsch&nbsp;[7].&nbsp; Kawamura et al.&nbsp;recognized that&nbsp;S. defectivus and other NVS were not members of the genus&nbsp;Streptococcus&nbsp; and created the genus Abiotrophia [1]&nbsp;	Requires 10 mg/l pyrixoxal hydrochloride or 100 mg/l L-cysteine for growth [1]	Gram-positive cocci.&nbsp; Nonmotile, nonsporulating, catalase negative, and oxidase negative.&nbsp; Facultatively anaerobic with complex growth requirements.&nbsp; Grows as satellite colonies adjacent to Staphylococcus epidermidis [1].&nbsp; 	Abiotrophia defectiva is a common member of the human oral cavity, pharynx, intestine and urogenital tracts.&nbsp; In a study examining the normal microflora of the oral cavity&nbsp;it was recovered from buccal, hard palate, tooth surface and subgingival sites [3].&nbsp;&nbsp; 	In a study of microbial risk indicators of early childhood caries, Abiotrophia defectiva was significantly more abundant in caries free&nbsp;vs caries active subjects [4].&nbsp; The organism has also been associated with bacterial endocarditis [2,5]	Int J Syst Bacteriol. 1995 Oct;45(4):798-803[PID:7547302]|Int J Syst Bacteriol. 1989 Jul; 39(3):290-294|Intern Med. 2004 Oct;43(10):1000-4[PID:15575256]|J Clin Microbiol. 2005 Nov;43(11):5753-9[PID:16272513]|J Clin Microbiol. 2005 Nov;43(11):5721-32[PID:16272510]|J Clin Microbiol. 2001 Oct;39(10):3520-3[PID:11574566]|Nature. 1961 191:728-730
392	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 392				AY207053	5	0.01	343	Oral Clone P2PB_51						N/A					
393	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[13]	Parvimonas	sp. oral taxon 393				AY207059	8	0.02	309	Oral Strain KCL-P4P_31|Oral Strain KCL-W5159					SEQF1857	N/A					
395	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. oral taxon 395				AY207057	2	0.01	409	Oral Clone P4GB_100						N/A					
396	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 396				AY207050	1	0.00	459	Oral Clone P4PB_83						N/A					
398	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis bv 2				AY207051	410	1.18	14	Oral Clone P2PA_41					SEQF1682|SEQF1999	N/A					
402	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales[F-1]	Clostridiales[F-1][G-2]	sp. oral taxon 402				AY207065	4	0.01	365	Oral Clone P4PA_66						N/A					
406	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	sp. oral taxon 406				AY005032	33	0.09	152	Oral Clone AK168						N/A					
407	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacteriaceae[G-2]	sp. oral taxon 407				AY278612	1	0.00	459	Oral Clone C5AKM003						N/A					
408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	sp. oral taxon 408				AY278636	2	0.01	409	Oral Clone C4AKM094						N/A					
411	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis II				AY278629|AY278634|AY278635|EF399017	366	1.05	15	Oral Clone C2MKM006|Oral Clone C4MKM110|Oral Clone C5AKM109|Streptococcus parasanguinis|Streptococcus parasanguis					SEQF1702	N/A					
412	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. oral taxon 412				AY278613	7	0.02	320	Oral Clone C2MKM106					SEQF1909	N/A					
414	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 414				AY278610	7	0.02	320	Oral Clone C3ALM064						N/A					
416	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	sp. oral taxon 416				AY278623	101	0.29	75	Oral Clone C3MLM018					SEQF2658	N/A					
417	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 417				AY278621	8	0.02	309	Oral Clone C3MKM102						N/A					
418	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	parafarraginis				AY278619	17	0.05	218	Oral Strain KCL-C4M_55|Oral Strain KCL-W6353					SEQF1862	N/A					
419	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Stomatobaculum	longum			DSM 24645	AY278618|HM120209	33	0.09	152	Oral Clone C4ALM087|Moryella sp. HOT-419					SEQF2481	Taxa in this cluster had been provisionally been placed in the genus Moryella because of their proximity to Moryella indoligenes.  However, Epstein  has named HOT-419 Stomatobaculum longum, and so this oral clade we will now place in the genus Stomatobaculum.					
420	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. animalis				AY278616|AY278617|X55404	255	0.73	25	Oral Clone C4AKM033|Oral Clone C4AKM080					SEQF2065|SEQF1883|SEQF2530|SEQF2531|SEQF2539	Note: The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.					
422	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp. oral taxon 422				AY278614	14	0.04	236	Oral Clone C4MKM119						N/A					
423	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. oral taxon 423				AY278630	1	0.00	459	Oral Clone C2MKM128						N/A					
424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	kisonensis				AY278620	11	0.03	267	Oral Strain KCL-C4M_47|Oral Strain KCL-W6466					SEQF1861	N/A					
431	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. oral taxon 431				AY278633	140	0.40	49	Oral Clone C4AKM023						N/A					
435	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae[8]	Syntrophomonadaceae[8][G-1]	sp. oral taxon 435				AY341821	3	0.01	387	Oral Clone P4PB_66						N/A					
436	Bacteria	Bacteroidetes	Bacteroidetes[C-1]	Bacteroidetes[O-1]	Bacteroidetes[F-1]	Bacteroidetes[G-3]	sp. oral taxon 436				AY341819	1	0.00	459	Oral Clone P4PB_06						N/A					
437	Bacteria	Saccharibacteria (TM7)	TM7[C-1]	TM7[O-1]	TM7[F-2]	TM7[G-5]	sp. oral taxon 437				AY331416	12	0.03	255	Oral Clone P4PB_40						N/A					
439	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae [O-1]	Anaerolineae [F-1]	Anaerolineae [G-1]	sp. oral taxon 439				AY331414	1	0.00	459	Oral Clone P2PB_23					SEQF2639|SEQF2640|SEQF2641	N/A					
442	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	sp. oral taxon 442				AY341820	6	0.02	332	Oral Clone P4PA_145						N/A					
443	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	sp. oral taxon 443				AY331415	1	0.00	459	Oral Clone P4PB_24						N/A					
446	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 446				AY349363	12	0.03	255	Oral Clone IO076						N/A					
448	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 448				AY349365	107	0.31	68	Oral Clone IP073					SEQF1701	N/A					
449	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp. oral taxon 449				AY349366	2	0.01	409	Oral Clone IP081						N/A					
451	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Catonella	sp. oral taxon 451				AY349369	4	0.01	365	Oral Clone FL037						N/A					
452	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 452				AY349370	1	0.00	459	Oral Clone JC001						N/A					
453	Bacteria	Synergistetes	Synergistetes[C-1]	Synergistetes[O-1]	Synergistetes[F-2]	Fretibacterium	sp. oral taxon 453				AY349371	1	0.00	459	JV006						N/A					
455	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Lachnospiraceae[G-5]	sp. oral taxon 455				AY349374	1	0.00	459	Oral Clone GI038						N/A					
457	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Oribacterium	sinus				AY349377|AF481222	48	0.14	131	Oral Clone JN088					SEQF1607	N/A					
458	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp. oral taxon 458				AY349380	12	0.03	255	Oral Clone JM053					SEQF2445	N/A					
459	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	sp. oral taxon 459				AY349381	1	0.00	459	Oral Clone ID059						N/A					
461	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. oral taxon 461				AY349383	103	0.30	73	Oral Clone HT070						N/A					
462	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 462				AY349384	8	0.02	309	Oral Clone GT018						N/A					
463	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. oral taxon 463				AY349385	9	0.03	294	Oral Clone GT020						N/A					
465	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Bacteroidaceae	Bacteroides	zoogleoformans				L16488	0	0.00	0	Bacterium zoogleiformans|Capsularis zoogleiformans						N/A					
466	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Alloprevotella	tannerae				AJ005634	64	0.18	102	Oral Strain TFI-F0032|Prevotella tanneriae					SEQF1597	N/A					
467	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Eubacterium[11][G-1]	sulci				AJ006963	20	0.06	198	Fusobacterium sulci						N/A					
468	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	subtilis				AB018486	46	0.13	137	Bacillus natto|Bacillus uniflagellatus|Bacillus globigii|Vibrio subtilis					SEQF1173|SEQF1171|SEQF1004|SEQF1007|SEQF1011|SEQF2038|SEQF2324|SEQF2039|SEQF2289|SEQF2290|SEQF2291|SEQF2292|SEQF2293	N/A					
469	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica				AY349395	78	0.22	89	Bacterium melaninogenicum|Bacteroides melaninogenicus|Fusiformis nigrescens|Hemophilus melaninogenicus|Ristella melaninogenica					SEQF1142|SEQF1800|SEQF2734	N/A					
